organization,service_type,address,city,state,country,postcode,latitude,longitude,public_telephone
Inner Active Pelvic Health and Physiotherapy - Bundoora,Physiotherapy service,"Unit 1,2 ENTERPRISE DRIVE",BUNDOORA,VIC,AUS,3083,-37.6851139,145.06932587,
Online Psychology,Psychology service,"Crangold Centre,Level 1 Suite 12,129A Lake Street",CAIRNS,QLD,AUS,4870,-16.920704,145.77437,
Banks Creek Medical Centre,General practice service,10 Banks Creek Road,FERNVALE,QLD,AUS,4306,-27.45560073852539,152.65426635742188,
Kelli Bradicich - Awareness and Calm,Psychology service,35 Stock Farm Avenue,BELLA VISTA,NSW,AUS,2153,-33.74114227294922,150.96002197265625,
Terrywhite Chemmart - Richmond,Pharmacy service,210 Swan Street,CREMORNE,VIC,AUS,3121,-37.825767517089844,144.99911499023438,
Wesley Mission Queensland - Yarrabilba,Mental health service,"Yarrabilba Family and Community Place,1-35 Darnell Street",YARRABILBA,QLD,AUS,4207,-27.803905,153.113576,
Bourke Street Clinic,General practice service,"Ivy Building, St Margarets,Level 1,421 Bourke Street",SURRY HILLS,NSW,AUS,2010,-33.882389068603516,151.21571350097656,
My GP Parkwood,General practice service,"Unit 2,180 Napper Road",PARKWOOD,QLD,AUS,4214,-27.945832,153.364749,
Bossley Park Medical Practice,General practice service,79 Mimosa Road,BOSSLEY PARK,NSW,AUS,2176,-33.85832214355469,150.8909149169922,
Centre For Developmental Disability Health  (CDDH),General practice service,"Monash Health,67 Power Road",DOVETON,VIC,AUS,3177,-37.99215316772461,145.23878479003906,
Wellbeing Physio & Craniosacral Therapy,Physiotherapy service,2B Louis Avenue,WARBURTON,VIC,AUS,3799,-37.74627991072941,145.70405457497915,
Ramsay Psychology - Fortitude Valley,Psychology service,"LEVEL 1,22 WANDOO STREET",FORTITUDE VALLEY,QLD,AUS,4006,-27.4553013,153.04035213,
Eltham Ridge Pharmacy,Pharmacy service,284 Bolton Street,ELTHAM,VIC,AUS,3095,-37.719891,145.13797,
Cockburn Soul Pattinson Chemist,Pharmacy service,"Cockburn Gateway Shopping Centre,Shop 33,816 Beeliar Drive",SUCCESS,WA,AUS,6164,-32.1314669232369,115.857195902164,
A Fine Balance Physiotherapy,Physiotherapy service,14 Green St,JOONDANNA,WA,AUS,6060,-31.91392,115.844703,
Blossom Wellbeing,Psychology service,Confidential Address,PENNINGTON,SA,AUS,5013,-34.85752007,138.52917186,
Nutrition Solutions Sydney,Nutrition service,"Miranda Medical Centre,Suite 7,573 Kingsway",MIRANDA,NSW,AUS,2228,-34.03368377685547,151.1020965576172,
Michael O'Reilly Guardian Pharmacy,Pharmacy service,67 Baylis Street,WAGGA WAGGA,NSW,AUS,2650,-35.11670684814453,147.3695831298828,
Chemist Warehouse - Mernda,Pharmacy service,"Mernda Village Shopping Centre,Shop 5,Corner Kalkallo Way and Mernda Village Drive",MERNDA,VIC,AUS,3754,-37.59375762939453,145.0892333984375,
Healthy Lifestyles Australia - 18 William Street,Dietetics service,"The Lockyer Doctors Gatton,18 William Street",GATTON,QLD,AUS,4343,-27.557764053344727,152.27952575683594,
East Sydney Psychologists,Clinical psychology service,1 Walsh Avenue,MAROUBRA,NSW,AUS,2035,-33.94169600439793,151.23703773333838,
Dr Goyal's Surgery Ashcroft,General practice service,"Shop 4,24 Sinclair Road",ASHCROFT,NSW,AUS,2168,-33.91535568237305,150.8985137939453,
Victorian Exercise and Rehabilitation Specialists,Exercise physiology service,248 Ryrie Street,GEELONG,VIC,AUS,3220,-38.1505241394043,144.36338806152344,
Social Structures Allied Health - Bundoora,Psychology service,"Level 3 Suite 311,12 ORMOND BOULEVARD",BUNDOORA,VIC,AUS,3083,-37.67954594,145.07110889,
Linden Medical Centre,General practice service,"Linden Clinic,11A Barolin Street",BUNDABERG CENTRAL,QLD,AUS,4670,-24.867137908935547,152.34881591796875,
Palms Physiotherapy,Physiotherapy service,"Unit 4,36 Benara Road",NORANDA,WA,AUS,6062,-31.875770568847656,115.893310546875,
Farrington Road Medical Clinic,General practice service,"Farrington Road Medical Centre,84 Farrington Road",LEEMING,WA,AUS,6149,-32.07946,115.85469,
Myhealth - Holmview,General practice service,"Holmview Central Shopping Centre,318-322 LOGAN RIVER ROAD",HOLMVIEW,QLD,AUS,4207,-27.7102730942653,153.161213938668,
Wendy Gall - Psychologist,Psychology service,"Launceston Health Hub,Level 1,247 Wellington Street",LAUNCESTON,TAS,AUS,7250,-41.448571,147.140317,
Berkeley Living Aged Care & Retirement,Palliative medicine service,"Berkeley Living,70 Gladesville Boulevard",PATTERSON LAKES,VIC,AUS,3197,-38.0641975402832,145.1427001953125,
Pharmacy 777 Yanchep,Pharmacy service,"Yanchep Central Shopping Centre,Suite T16/18,1&2 Peony Boulevard",YANCHEP,WA,AUS,6035,-31.5492379277295,115.639060005573,
North Shore Hospital Pharmacy,Pharmacy service,"Acute Services Building,3 L SHOP 5,Reserve Road",ST LEONARDS,NSW,AUS,2065,-33.82211074,151.1911489,
Biripi Aboriginal Corporation Medical Centre - Bushland Clinic,General practice service,39-41 Mudford Street,TAREE,NSW,AUS,2430,-31.895597457885742,152.46157836914062,
Newcastle Street Medical Practice,General practice service,11 Newcastle Street,ROSE BAY,NSW,AUS,2029,-33.870941162109375,151.2689971923828,
Flagstaff Hill Pharmacy,Pharmacy service,"Shop 9,1 Ridgway Drive",FLAGSTAFF HILL,SA,AUS,5159,-35.05248260498047,138.58798217773438,
Byron Bay Physiotherapy,Physiotherapy service,"Unit 7,109 Jonson Street",BYRON BAY,NSW,AUS,2481,-28.646915,153.613047,
Mungindi Hospital - GP Clinic,General practice service,Barwon Street,MUNGINDI,NSW,AUS,2406,-28.977855682373047,148.99468994140625,
Harbour City Family Medical Practice,General practice service,"Shop 1,121 Toolooa Street",SOUTH GLADSTONE,QLD,AUS,4680,-23.857402801513672,151.26919555664062,
Avoca Beach Pharmacy,Pharmacy service,172-174 Avoca Drive,AVOCA BEACH,NSW,AUS,2251,-33.46559524536133,151.43287658691406,
Campbelltown Hospital Post Stroke Clinic,Neurology service,1 Therry Road,CAMPBELLTOWN,NSW,AUS,2560,-34.080055236816406,150.803466796875,
Ramsay Health Plus Cairns,Physiotherapy service,220 MCLEOD STREET,CAIRNS CITY,QLD,AUS,4870,-16.9125068117779,145.762750453161,
Cabarita Beach Medical Centre,General practice service,22 TWEED COAST ROAD,CABARITA BEACH,NSW,AUS,2488,-28.33027187,153.56943224,
Diet by D'Zyne - Maylands,Dietetics service,"Maylands Medical Centre,Suite 1,50-54 Eighth Avenue",MAYLANDS,WA,AUS,6051,-31.929428100585938,115.89325714111328,
Andrea Walmsley Counselling,Adult mental health service,"UNIT 4,13 HOBSONS GATE",CURRAMBINE,WA,AUS,6028,-31.73793045,115.73883493,
Perth Maternity,General practice service,"UNIT 14,11 WENTWORTH PARADE",SUCCESS,WA,AUS,6164,-32.12976775,115.85326005,
Torrens House,Psychology service,55 Torrens Street,VICTOR HARBOR,SA,AUS,5211,-35.55550003051758,138.62008666992188,
Belinda Hendry Psychology,Psychology service,"AMP Buliding Level 10,1 HOBART PLACE",CITY,ACT,AUS,2601,-35.27973603,149.12606916,
Caboolture Discount Drug Store,Pharmacy service,"Shop A,287-293 King Street",CABOOLTURE,QLD,AUS,4510,-27.07607078552246,152.92880249023438,
Priceline Pharmacy - Dandenong Plaza,Pharmacy service,"Dandenong Plaza,Level 1 Shop 122,Corner McCrae and Walker Street",DANDENONG,VIC,AUS,3175,-37.98707962036133,145.21641540527344,Yes
Camberwell Family Clinic,Psychology service,"Suite 1,1221 Toorak Road",CAMBERWELL,VIC,AUS,3124,-37.8485221862793,145.08108520507812,
Warwick Family Medical,General practice service,"Rose City Shopping World,81 PALMERIN STREET",WARWICK,QLD,AUS,4370,-28.21506897,152.03164656,
Myhealth Blacktown West Point,General practice service,"Westpoint Shopping Centre, First Floor ,Shop 1040,17 Patrick Street",BLACKTOWN,NSW,AUS,2148,-33.770287,150.90593,
Summer Hill Speech,Speech and language therapy service,17 HARDIE AVENUE,SUMMER HILL,NSW,AUS,2130,-33.89136157,151.13704784,
HealthSense Pharmacy Surf Beach,Pharmacy service,"Shop 1,640 Beach Road",SURF BEACH,NSW,AUS,2536,-35.75743865966797,150.20953369140625,
Wynnum Adult Mental Health Continuing Care Service,Adult mental health service,"Bayside Mental Health & Disability Services,New Lindum Road",WYNNUM WEST,QLD,AUS,4178,-27.451313018798828,153.15371704101562,
Hunters Hill Pharmacy,Pharmacy service,13 Alexandra Street,HUNTERS HILL,NSW,AUS,2110,-33.834651947021484,151.15122985839844,
Margot Murphy and Assoc,Psychology service,21 Lyons Street,BALLARAT CENTRAL,VIC,AUS,3350,-37.55967330932617,143.85165405273438,
Deep Blue Psychology,Psychology service,88 FARRINGTON ROAD,LEEMING,WA,AUS,6149,-32.07941,115.85427,
Kathryn Walker Clinical Psychologist,Psychology service,11 Brougham Street,COWRA,NSW,AUS,2794,-33.838939,148.6876493,
Dr M Lawson,General practice service,"Manly National Building,Suite 1B,22 Central Avenue",MANLY,NSW,AUS,2095,-33.796321868896484,151.2864227294922,
Moving Along Physiotherapy,Physiotherapy service,3 Commerce Close,CANNONVALE,QLD,AUS,4802,-20.284006118774414,148.6852569580078,
Diet Yumm - Burwood,Dietetics service,"Sia Burwood Medical Centre,140 Burwood Highway",BURWOOD,VIC,AUS,3125,-37.850833892822266,145.10336303710938,
Back In Motion Health Group - Wantirna South,Physiotherapy service,432 Burwood Highway,WANTIRNA SOUTH,VIC,AUS,3152,-37.870506286621094,145.23834228515625,
"Lauren Stephens, LS Nutrition & Dietetic Services Pty Ltd",Dietetics service,"Albany House,Suites 9 & 10,60-62 Albany Street",COFFS HARBOUR,NSW,AUS,2450,-30.30040301,153.11475245,
Greenwith Family Health,General practice service,"Highland Shopping Centre,Shop 1,222 Target Hill Road",GREENWITH,SA,AUS,5125,-34.77060317993164,138.7065887451172,
Kym Cleaver Physiotherapy,Physiotherapy service,2 Merlin Drive,CARINE,WA,AUS,6020,-31.85382652282715,115.77794647216797,
Nisa Medical,General practice service,50 Arena Avenue,ROXBURGH PARK,VIC,AUS,3064,-37.6219498,144.9146067,
Danila Dilba Health Service Humpty Doo Clinic,General practice service,"Unit 2,3 Skewes Street",HUMPTY DOO,NT,AUS,0836,-12.5732936,131.0982837,
Inspire Physio Care - Airport West,Exercise physiology service,"Your Family Health Clinic - Westfield Shoppingtown,Shop 40,31 35 Louis Street",AIRPORT WEST,VIC,AUS,3042,-37.713504791259766,144.8869171142578,
Sydney Grief Counselling Services,Mental health service,"SE 2,81 Alexander St",CROWS NEST,NSW,AUS,2065,-33.826265,151.202571,
Glenelg Medical Centre,General practice service,724 Anzac Highway,GLENELG,SA,AUS,5045,-34.97682571411133,138.51580810546875,
Construct Health Physiotherapy Mackay,Physiotherapy service,1 OLD EIMEO ROAD,RURAL VIEW,QLD,AUS,4740,-21.0605329517406,149.159535112616,
Rui Psychology,Clinical psychology service,"Silverton Place,Level 9, Suite 102,101 WICKHAM TERRACE",SPRING HILL,QLD,AUS,4000,-27.464188,153.02627122,
Blooms The Chemist Rochedale,Pharmacy service,"Shop 5B,329 Gardner Road",ROCHEDALE,QLD,AUS,4123,-27.57759,153.112,
Health Central Occupational Therapy International,Occupational therapy service,"Carers Association Of Wa,378 Oxford Street",MOUNT HAWTHORN,WA,AUS,6016,-31.924558639526367,115.841552734375,
Nutrition Simplified,Dietetics service,"Shop 213,33 Lexington Drive",BELLA VISTA,NSW,AUS,2153,-33.73257064819336,150.94581604003906,
Chemist Warehouse - Redcliffe,Pharmacy service,165 Redcliffe Parade,REDCLIFFE,QLD,AUS,4020,-27.226144790649414,153.11410522460938,
Ramsay Psychology Cairns,Psychology service,220 MCLEOD STREET,CAIRNS CITY,QLD,AUS,4870,-16.9125068117779,145.762750453161,
Alexandra Physiotherapy,Physiotherapy service,54A Downey Street,ALEXANDRA,VIC,AUS,3714,-37.192378997802734,145.7073516845703,
North West Medical Practice Gymea,General practice service,1/58 North West Arm Road,GYMEA,NSW,AUS,2227,-34.03749465942383,151.07949829101562,
Stockton Surgery,General practice service,78 Mitchell Street,STOCKTON,NSW,AUS,2295,-32.91523742675781,151.78512573242188,
Penshurst Medical Clinic,General practice service,9 The Strand,PENSHURST,NSW,AUS,2222,-33.96675491333008,151.08822631835938,
Werris Creek Health Centre,General practice service,61 Single Street,WERRIS CREEK,NSW,AUS,2341,-31.35045623779297,150.64736938476562,
Mt Compass Pharmacy,Pharmacy service,"Shop 4,30-34 Victor Harbor Road",MOUNT COMPASS,SA,AUS,5210,-35.34785079956055,138.6209716796875,
Hacc Allied Health Team,Dietetics service,"Baillie Henderson Hospital,Corner Hogg and Tor Street",TOOWOOMBA,QLD,AUS,4350,-27.52793312072754,151.9337615966797,
The Well Lived Life Co.,Psychology service,"Springett’s Arcade,Gallery Level  Suite G Room 3,302 - 306 Bong Bong Street",BOWRAL,NSW,AUS,2576,-34.479158,150.418462,
The Doctors Bushland Beach,General practice service,"Bushland Beach Plaza Shopping Centre,267-289 Mount Low Parkway",BUSHLAND BEACH,QLD,AUS,4818,-19.1995633676803,146.674996058888,
CYGNET PHARMACY,Pharmacy service,"Shop 2,43 Mary Street",CYGNET,TAS,AUS,7112,-43.160465240478516,147.07545471191406,
Adult Community Health Services Central Intake,Physiotherapy service,2 Campus Crescent,ROBINA,QLD,AUS,4226,-28.073732376098633,153.3777313232422,
TerryWhite Chemmart Plumpton,Pharmacy service,"Plumpton Market Place,260 JERSEY ROAD",PLUMPTON,NSW,AUS,2761,-33.74547401,150.83581801,
Priceline Pharmacy - Semaphore,Pharmacy service,46 Semaphore Road,SEMAPHORE,SA,AUS,5019,-34.83915710449219,138.48333740234375,
Old Northern Road Medical Centre,General practice service,172 Old Northern Road,EVERTON PARK,QLD,AUS,4053,-27.388959884643555,152.9846954345703,
Active Physiotherapy Dalby,Physiotherapy service,"Shop 1,106 Cunningham Street",DALBY,QLD,AUS,4405,-27.182056427001953,151.26483154296875,
Dr Victor Tadros Surgery,General practice service,385 Illawarra Road,MARRICKVILLE,NSW,AUS,2204,-33.91496658325195,151.15240478515625,
Coronet Bay Pharmacy,Pharmacy service,100 Cutty Sark Road,CORONET BAY,VIC,AUS,3984,-38.4378238,145.4356046,
Janet Brandt-Sarif Physiotherapy & Sports Injury Clinic,Physiotherapy service,"Suite 202,79-83 Longueville Road",LANE COVE,NSW,AUS,2066,-33.81342315673828,151.16986083984375,
Child-Focused Family Centre,Psychology service,192A Flinders Street,YOKINE,WA,AUS,6060,-31.894548416137695,115.85003662109375,
Brain Treatment Centre Australia,Neurology service,"Health Hub Morayfield,Ground Floor,19 - 31 Dickson Road",MORAYFIELD,QLD,AUS,4506,-27.098141,152.950671,
Paralowie Village Discount Pharmacy,Pharmacy service,"Paralowie Village Shopping Centre,Shop 12,3-7 Liberator Drive",PARALOWIE,SA,AUS,5108,-34.75874,138.59606,
Phillip Island Pharmacy,Pharmacy service,"Shop 2,164-166 Thompson Avenue",COWES,VIC,AUS,3922,-38.45687484741211,145.23870849609375,
Karumba - Mental Health,Adult mental health service,156 164 Walker Street,KARUMBA,QLD,AUS,4891,-17.486101150512695,140.8428192138672,
Campbell Pharmacy,Pharmacy service,32 Blamey Place,CAMPBELL,ACT,AUS,2612,-35.28928756713867,149.1542510986328,
TERRITORY MEDICAL PTY LTD t/a TERRITORY MEDICAL GROUP,Chronic disease management service,"Shop 28,159 Dick Ward Drive",COCONUT GROVE,NT,AUS,0810,-12.390257835388184,130.85113525390625,
Mount Isa Hospital - Palliative Care Clinic,Palliative medicine service,30 Camooweal Street,MOUNT ISA CITY,QLD,AUS,4825,-20.730871200561523,139.4952850341797,
Kingsgrove Speech Pathology,Speech and language therapy service,271 Kingsgrove Road,KINGSGROVE,NSW,AUS,2208,-33.94315719604492,151.101318359375,
AHA Clinics Seaford Meadows Day and Night Clinic,General practice service,2-20 Prow Drive,SEAFORD MEADOWS,SA,AUS,5169,-35.173072814941406,138.48312377929688,
Active Answers Physiotherapy,Physiotherapy service,"UNIT 6,38 KIRKWOOD STREET",SEAFORTH,NSW,AUS,2092,-33.78251819,151.23900217,
Mindfulness Centre,Psychology service,"Unit 4,10 King William Road",WAYVILLE,SA,AUS,5034,-34.94470977783203,138.5987091064453,
Complete Physio Melbourne,Physiotherapy service,"Suite G1,62 Wellington Parade",EAST MELBOURNE,VIC,AUS,3002,-37.8164176940918,144.98822021484375,
Monash Community Health - Berwick,Physiotherapy service,28 Parkhill Drive,BERWICK,VIC,AUS,3806,-38.02527618408203,145.32540893554688,
Roleystone Community Chemist,Pharmacy service,"Roleystone Shopping Centre,Shop 15,21 Jarrah Road",ROLEYSTONE,WA,AUS,6111,-32.11240005493164,116.07007598876953,
Eastern Shore Medical Centre,General practice service,31 Lincoln Street,LINDISFARNE,TAS,AUS,7015,-42.84777069091797,147.35350036621094,
Mount Hotham Medical Centre,General practice service,32 Great Alpine Road,HOTHAM HEIGHTS,VIC,AUS,3741,-36.9833984375,147.1422882080078,
Chemist Warehouse - Rose Bay 2,Pharmacy service,15 Dover Road,ROSE BAY,NSW,AUS,2029,-33.870445251464844,151.2701416015625,
Bounce Back Health and Wellness Clinic - Gawler East,Physiotherapy service,"Bounce Back Health - Gawler East,11 Calton Rd",GAWLER EAST,SA,AUS,5118,-34.600751,138.751001,
mental health families & friends TASMANIA,Mental health service,2 Terry Street,GLENORCHY,TAS,AUS,7010,-42.833889,147.275482,
West Gosford Late Night Chemist,Pharmacy service,69 A Central Coast Highway,WEST GOSFORD,NSW,AUS,2250,-33.42691009,151.32211182,
Dr Sheriff's Surgery,Psychology service,17 Victoria Crescent,ST ALBANS,VIC,AUS,3021,-37.74140930175781,144.7996368408203,
Shyness And Social Anxiety Treatment Australia,Psychology service,365 Burwood Road,HAWTHORN,VIC,AUS,3122,-37.82244873046875,145.03616333007812,
Valley Physiotherapy and Sports Injury Centre,Physiotherapy service,2 Bagshaw Place,BONYTHON,ACT,AUS,2905,-35.438453674316406,149.08657836914062,
Mind Australia - Community Services Wangaratta,Mental health service,16 Clark Street,WANGARATTA,VIC,AUS,3677,-36.3523063659668,146.3124542236328,
Seer Medical - Canberra,Neurology service,"Barton Specialist Centre,Unit 9,3 SYDNEY AVENUE",BARTON,ACT,AUS,2600,-35.31303646,149.1332574,
Ipswich Hospital - Physiotherapy,Physiotherapy service,81 East Street,IPSWICH,QLD,AUS,4305,-27.61925585388913,152.75920122922705,
Leap Health Physio & Sports Injury Centre - New Town,Dietetics service,117 Swanston Street,NEW TOWN,TAS,AUS,7008,-42.85386276245117,147.30532836914062,
Raglan Street Family Medical Centre,General practice service,43 Belgrave Street,MANLY,NSW,AUS,2095,-33.795745849609375,151.28555297851562,
Your Chemist Shop Loganholme,Pharmacy service,"Cornubia Shopping Centre,Suite 3,195-225 Bryants Road",LOGANHOLME,QLD,AUS,4129,-27.67017364501953,153.1919708251953,
Hinchinbrook Health Care Forrest Beach,General practice service,9 Leichhardt Street,ALLINGHAM,QLD,AUS,4850,-18.710561752319336,146.29698181152344,
Western Children's Health Centre Sydenham,Dietetics service,556 Melton Highway,SYDENHAM,VIC,AUS,3037,-37.693448,144.760203,
Holistic Exercise Physiology - Quakers Hill,Exercise physiology service,"Hillside Medical Practice,Shop 1,14-18 Douglas Road",QUAKERS HILL,NSW,AUS,2763,-33.72700500488281,150.88357543945312,
Chesed Medical and Surgical,Dietetics service,15/2 Waterfront Place,ROBINA,QLD,AUS,4226,-28.0742516,153.3769687,
Chirn Park Medical Practice,General practice service,"Shop 2,37 Musgrave Avenue",SOUTHPORT,QLD,AUS,4215,-27.956077575683594,153.4011688232422,
PhysioWest SA,Physiotherapy service,"Saints Shopping Centre,Shop 16-17,83 Saints Rd",SALISBURY PLAIN,SA,AUS,5109,-34.765246,138.667261,
